sample,series,condition,file,protein_set,UMAP1,UMAP2
100_965,conc,100,LL2112_NC_conc.csv,post_iqr,3.2949464,1.2021742
100_966,conc,100,LL2112_NC_conc.csv,post_iqr,2.4842925,-2.1976333
100_967,conc,100,LL2112_NC_conc.csv,post_iqr,2.8862972,-1.2696048
100_968,conc,100,LL2112_NC_conc.csv,post_iqr,9.944897,3.849869
100_969,conc,100,LL2112_NC_conc.csv,post_iqr,3.6527493,-1.276843
100_970,conc,100,LL2112_NC_conc.csv,post_iqr,3.5595198,0.6640279
100_971,conc,100,LL2112_NC_conc.csv,post_iqr,3.6778867,-0.3598144
100_972,conc,100,LL2112_NC_conc.csv,post_iqr,3.5956016,-1.2582238
100_973,conc,100,LL2112_NC_conc.csv,post_iqr,11.256755,4.5012727
100_974,conc,100,LL2112_NC_conc.csv,post_iqr,11.918808,5.0678387
100_975,conc,100,LL2112_NC_conc.csv,post_iqr,1.6147615,-1.5128396
100_976,conc,100,LL2112_NC_conc.csv,post_iqr,11.397383,4.5756273
100_977,conc,100,LL2112_NC_conc.csv,post_iqr,2.1044223,-2.3019202
100_978,conc,100,LL2112_NC_conc.csv,post_iqr,3.3382633,-1.5763464
100_979,conc,100,LL2112_NC_conc.csv,post_iqr,1.7619519,-2.1739078
100_980,conc,100,LL2112_NC_conc.csv,post_iqr,2.7326047,-2.1941671
100_981,conc,100,LL2112_NC_conc.csv,post_iqr,3.978943,-0.104129635
100_982,conc,100,LL2112_NC_conc.csv,post_iqr,11.02676,5.519757
100_983,conc,100,LL2112_NC_conc.csv,post_iqr,10.905123,4.5938454
100_984,conc,100,LL2112_NC_conc.csv,post_iqr,11.31654,5.2252607
100_985,conc,100,LL2112_NC_conc.csv,post_iqr,3.6068544,0.11663832
100_986,conc,100,LL2112_NC_conc.csv,post_iqr,1.7277792,-1.0865211
100_987,conc,100,LL2112_NC_conc.csv,post_iqr,11.865461,6.1893497
100_988,conc,100,LL2112_NC_conc.csv,post_iqr,2.2984498,-2.3246233
100_990,conc,100,LL2112_NC_conc.csv,post_iqr,11.703412,4.4365897
100_991,conc,100,LL2112_NC_conc.csv,post_iqr,12.10157,5.0854297
100_992,conc,100,LL2112_NC_conc.csv,post_iqr,3.7370825,-2.0066993
100_993,conc,100,LL2112_NC_conc.csv,post_iqr,10.491413,5.2984915
100_994,conc,100,LL2112_NC_conc.csv,post_iqr,2.4685585,-2.0515106
100_995,conc,100,LL2112_NC_conc.csv,post_iqr,1.7224559,-1.5647889
100_996,conc,100,LL2112_NC_conc.csv,post_iqr,3.0854585,-0.9435727
100_997,conc,100,LL2112_NC_conc.csv,post_iqr,2.0855973,-2.300109
100_998,conc,100,LL2112_NC_conc.csv,post_iqr,1.2743232,-1.04881
100_999,conc,100,LL2112_NC_conc.csv,post_iqr,11.82073,5.5657277
100_1000,conc,100,LL2112_NC_conc.csv,post_iqr,3.973428,0.002967012
100_1001,conc,100,LL2112_NC_conc.csv,post_iqr,3.9193835,0.44612318
100_1002,conc,100,LL2112_NC_conc.csv,post_iqr,3.420641,-1.7360708
100_1003,conc,100,LL2112_NC_conc.csv,post_iqr,11.070799,4.849336
100_1004,conc,100,LL2112_NC_conc.csv,post_iqr,10.768463,5.5642295
100_1005,conc,100,LL2112_NC_conc.csv,post_iqr,12.065381,5.03092
100_1006,conc,100,LL2112_NC_conc.csv,post_iqr,2.5244982,0.64151144
100_1007,conc,100,LL2112_NC_conc.csv,post_iqr,3.602253,1.1246125
100_1009,conc,100,LL2112_NC_conc.csv,post_iqr,2.6066952,0.4638094
100_1010,conc,100,LL2112_NC_conc.csv,post_iqr,3.631715,0.503709
100_1011,conc,100,LL2112_NC_conc.csv,post_iqr,3.3411632,0.17124254
100_1012,conc,100,LL2112_NC_conc.csv,post_iqr,3.5751987,0.9387851
100_1013,conc,100,LL2112_NC_conc.csv,post_iqr,2.8653405,-2.3655505
100_1014,conc,100,LL2112_NC_conc.csv,post_iqr,12.186599,4.613003
100_1015,conc,100,LL2112_NC_conc.csv,post_iqr,4.08571,-0.3336711
100_1016,conc,100,LL2112_NC_conc.csv,post_iqr,2.904391,0.50182194
100_1017,conc,100,LL2112_NC_conc.csv,post_iqr,9.519199,4.0318556
100_1018,conc,100,LL2112_NC_conc.csv,post_iqr,3.748663,0.73694795
100_1019,conc,100,LL2112_NC_conc.csv,post_iqr,12.007698,5.3600845
100_1020,conc,100,LL2112_NC_conc.csv,post_iqr,3.2381406,0.18932788
100_1021,conc,100,LL2112_NC_conc.csv,post_iqr,3.736949,-1.0543399
100_1022,conc,100,LL2112_NC_conc.csv,post_iqr,9.912133,4.7021933
100_1024,conc,100,LL2112_NC_conc.csv,post_iqr,3.231918,0.67523146
100_1025,conc,100,LL2112_NC_conc.csv,post_iqr,3.3485527,1.1568657
100_1026,conc,100,LL2112_NC_conc.csv,post_iqr,10.353211,4.2600927
100_1027,conc,100,LL2112_NC_conc.csv,post_iqr,1.788644,-1.5389822
100_1028,conc,100,LL2112_NC_conc.csv,post_iqr,1.1578122,-0.9948188
100_1029,conc,100,LL2112_NC_conc.csv,post_iqr,10.281027,4.3377824
100_1030,conc,100,LL2112_NC_conc.csv,post_iqr,3.9349434,0.031213863
100_1031,conc,100,LL2112_NC_conc.csv,post_iqr,4.0128207,0.31635252
100_1032,conc,100,LL2112_NC_conc.csv,post_iqr,11.896597,5.6090145
100_1033,conc,100,LL2112_NC_conc.csv,post_iqr,4.1129417,0.002228971
100_1034,conc,100,LL2112_NC_conc.csv,post_iqr,3.593771,-2.1056898
100_1035,conc,100,LL2112_NC_conc.csv,post_iqr,12.231462,4.4918814
100_1036,conc,100,LL2112_NC_conc.csv,post_iqr,11.981759,4.3954463
100_1037,conc,100,LL2112_NC_conc.csv,post_iqr,11.829662,4.6281013
100_1038,conc,100,LL2112_NC_conc.csv,post_iqr,3.0442817,1.0909752
100_1039,conc,100,LL2112_NC_conc.csv,post_iqr,3.6111348,0.9370809
100_1040,conc,100,LL2112_NC_conc.csv,post_iqr,1.5744845,-0.111370794
100_1041,conc,100,LL2112_NC_conc.csv,post_iqr,11.639001,5.5834584
100_1042,conc,100,LL2112_NC_conc.csv,post_iqr,2.615001,-1.2437243
100_1043,conc,100,LL2112_NC_conc.csv,post_iqr,2.1615229,-2.0841455
100_1044,conc,100,LL2112_NC_conc.csv,post_iqr,3.922257,0.573242
100_1045,conc,100,LL2112_NC_conc.csv,post_iqr,11.3540125,5.827886
100_1046,conc,100,LL2112_NC_conc.csv,post_iqr,3.316619,-1.817287
100_1047,conc,100,LL2112_NC_conc.csv,post_iqr,11.466046,4.992334
100_1048,conc,100,LL2112_NC_conc.csv,post_iqr,1.9125985,-0.6151346
100_1049,conc,100,LL2112_NC_conc.csv,post_iqr,11.531665,5.906795
100_1050,conc,100,LL2112_NC_conc.csv,post_iqr,12.029751,5.029339
100_1051,conc,100,LL2112_NC_conc.csv,post_iqr,1.9967414,-2.380547
100_1052,conc,100,LL2112_NC_conc.csv,post_iqr,2.9816878,-2.2597764
100_1053,conc,100,LL2112_NC_conc.csv,post_iqr,3.1906817,0.26590782
100_1054,conc,100,LL2112_NC_conc.csv,post_iqr,1.3823942,-1.0972214
100_1055,conc,100,LL2112_NC_conc.csv,post_iqr,3.453218,0.7874593
100_1056,conc,100,LL2112_NC_conc.csv,post_iqr,12.311509,5.256437
100_1057,conc,100,LL2112_NC_conc.csv,post_iqr,9.702875,4.000973
100_1058,conc,100,LL2112_NC_conc.csv,post_iqr,1.2291791,-1.401611
100_1059,conc,100,LL2112_NC_conc.csv,post_iqr,1.7634538,-1.5962161
100_1060,conc,100,LL2112_NC_conc.csv,post_iqr,2.3639402,0.31077793
100_1061,conc,100,LL2112_NC_conc.csv,post_iqr,11.9369955,4.560245
100_1062,conc,100,LL2112_NC_conc.csv,post_iqr,10.375162,4.656012
100_1063,conc,100,LL2112_NC_conc.csv,post_iqr,3.600172,1.1114756
100_1064,conc,100,LL2112_NC_conc.csv,post_iqr,3.7829826,0.020632185
100_1065,conc,100,LL2112_NC_conc.csv,post_iqr,12.050561,5.396514
100_1066,conc,100,LL2112_NC_conc.csv,post_iqr,2.5526505,-2.4156833
PBS_69,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.607082,14.703602
PBS_70,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.09569,14.908298
PBS_71,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.754775,14.913462
PBS_72,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.163597,14.9861355
PBS_73,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9097266,15.045907
PBS_74,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9075785,14.904563
PBS_75,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6312284,14.641205
PBS_76,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.27216,14.8269825
PBS_77,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.7503896,14.707036
PBS_78,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.089618,14.988173
PBS_79,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.8148556,15.085216
PBS_80,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.0357947,14.894399
PBS_81,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.016766,14.788384
PBS_82,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6730304,14.98431
PBS_83,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.118281,15.003682
PBS_84,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6652255,14.777239
PBS_85,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9776645,14.753507
PBS_86,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.783673,14.915664
PBS_87,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.411986,14.932932
PBS_88,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9644337,15.25048
PBS_89,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.8016686,14.767728
PBS_90,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.90949,15.0370655
PBS_91,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1055603,15.0745735
PBS_92,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.051566,15.087515
PBS_93,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.0082293,14.529925
PBS_94,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.962672,14.463257
PBS_95,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.967826,15.204178
PBS_96,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.3188314,14.674253
PBS_97,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.823048,14.857283
PBS_98,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.200811,14.982357
PBS_99,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.7737765,14.601625
PBS_100,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.2332315,14.940526
PBS_101,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.403969,14.699644
PBS_102,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.542999,14.924348
PBS_103,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.984191,15.222091
PBS_104,conc,PBS,LL2112_NC_conc.csv,post_iqr,3.9649057,-0.039893623
PBS_105,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.5120687,14.803654
PBS_106,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.265994,4.0323086
PBS_107,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.4794664,14.980688
PBS_108,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.229111,14.217957
PBS_109,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.386548,14.209872
PBS_110,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.29293,14.111671
PBS_111,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.374896,14.425796
PBS_112,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.7006316,14.640855
PBS_113,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.322456,14.080326
PBS_114,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.3569055,14.712683
PBS_115,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.360497,14.377149
PBS_116,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.98499,6.2564297
PBS_117,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.475395,14.786143
PBS_118,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.325874,14.245133
PBS_119,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.337809,13.831176
PBS_120,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.2527323,14.388078
PBS_122,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.336933,13.852574
PBS_123,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.375275,13.794143
PBS_124,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.596095,14.637783
PBS_125,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1965528,14.087646
PBS_126,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.683442,6.015713
PBS_127,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.3670125,14.201257
PBS_129,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.5113716,14.46044
PBS_130,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.2403426,14.261669
PBS_131,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.2145705,13.910284
PBS_132,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.391804,14.411445
PBS_133,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.5386906,14.154824
PBS_134,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.5485644,14.383724
PBS_135,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.2473373,14.11747
PBS_136,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.3068824,14.499625
PBS_137,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.327307,13.987646
PBS_138,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.280224,13.920048
PBS_215,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.7745547,14.57027
PBS_216,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.398683,15.174792
PBS_217,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1529374,14.326106
PBS_218,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9423375,14.830541
PBS_219,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.119489,14.212837
PBS_220,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.0839725,14.362375
PBS_221,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.442956,14.914888
PBS_222,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1689367,14.189189
PBS_224,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.0357747,14.114158
PBS_225,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.4089994,14.075319
PBS_226,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.935082,15.394135
PBS_227,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.339654,15.006055
PBS_228,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.292946,14.7911005
PBS_229,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.569134,14.570074
PBS_230,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.082415,14.972426
PBS_231,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.253035,14.416897
PBS_232,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.313495,15.217507
PBS_233,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.604271,14.702228
PBS_234,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.3553877,14.823635
PBS_235,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.0872574,14.284843
PBS_236,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.980108,15.116305
PBS_237,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.940733,14.919476
PBS_238,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9971266,14.5465145
PBS_239,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1429596,15.370265
PBS_240,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.466939,14.408068
PBS_241,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.236739,14.901211
PBS_242,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6970005,15.0671
PBS_243,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.2058115,14.647784
PBS_244,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.4848795,14.874548
PBS_245,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.805055,14.541486
PBS_246,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.215637,15.173853
PBS_247,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.41435,14.68639
PBS_248,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.754592,14.693672
PBS_249,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.7179437,14.589999
PBS_250,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.46822,14.427375
PBS_251,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.6126156,15.022574
PBS_253,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.565429,14.860555
PBS_254,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.5228863,14.038012
PBS_255,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.078592,14.719657
PBS_256,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.776365,5.993466
PBS_257,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.6257653,14.996033
PBS_258,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.265314,13.893798
PBS_259,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.2298937,13.792344
PBS_260,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.3703294,14.584814
PBS_261,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1232467,14.104938
PBS_262,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.6927557,14.576143
PBS_263,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.4357066,14.140589
PBS_264,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.5825987,14.948889
PBS_265,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1938915,13.716167
PBS_267,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.3644767,13.765193
PBS_268,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.3586,13.773819
PBS_269,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.6633983,15.071461
PBS_270,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.64143,14.013151
PBS_271,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.74383,14.908454
PBS_272,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.6781797,14.742085
PBS_273,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.8446393,14.909042
PBS_274,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.443285,14.164988
PBS_275,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.4448214,14.95404
PBS_276,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.94891,6.2371364
PBS_277,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.4206433,13.784558
PBS_278,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.3251667,14.76558
PBS_279,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.395715,13.871176
PBS_280,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.490849,14.874615
PBS_281,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.6598043,15.051819
PBS_282,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.27139,13.813185
PBS_286,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.841166,14.756613
PBS_287,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.2827454,13.877815
PBS_288,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.996216,14.749557
PBS_289,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.265207,13.697771
PBS_290,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.0096684,15.354608
PBS_291,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.627514,5.9032955
PBS_292,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.873251,14.842587
PBS_363,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.069208,14.145945
PBS_364,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1698794,15.406782
PBS_365,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.8844943,15.070953
PBS_366,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.8127885,15.372868
PBS_367,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.0899286,15.035044
PBS_368,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.125417,15.31353
PBS_372,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.8004355,14.711719
PBS_373,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9842706,15.128524
PBS_374,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.735744,13.920807
PBS_375,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.8158693,15.002741
PBS_376,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.734469,5.6370296
PBS_377,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1814094,15.25183
PBS_378,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.4573293,14.842744
PBS_380,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.057761,14.608516
PBS_381,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.929717,6.210375
PBS_382,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.818003,14.888856
PBS_383,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.611686,14.555271
PBS_384,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6644573,14.879452
PBS_385,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.752816,15.252398
PBS_386,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.0040474,14.30355
PBS_387,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.8703012,14.923667
PBS_388,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.698978,15.214106
PBS_389,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.550171,14.236449
PBS_390,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.5112095,14.785539
PBS_391,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.8352966,14.066035
PBS_392,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.019661,1.4163944
PBS_393,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.5025015,14.687375
PBS_394,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.675385,15.280423
PBS_395,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.310728,14.293086
PBS_396,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6361217,14.704239
PBS_398,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.5147057,14.776446
PBS_399,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.4191236,14.64419
PBS_400,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6968966,15.214966
PBS_402,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.5978246,14.094893
PBS_403,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.784026,14.579735
PBS_404,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.680389,13.921437
PBS_405,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.761804,14.036302
PBS_406,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.4289627,14.416504
PBS_407,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.323237,14.143447
PBS_408,conc,PBS,LL2112_NC_conc.csv,post_iqr,11.24101,6.2043624
PBS_409,conc,PBS,LL2112_NC_conc.csv,post_iqr,11.145105,6.301411
PBS_410,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.402934,14.365658
PBS_411,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.873141,15.121576
PBS_413,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.726049,13.94576
PBS_414,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.196262,15.025162
PBS_415,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.540089,14.540019
PBS_416,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.7922444,14.030347
PBS_417,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1713896,13.997236
PBS_418,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.695438,15.150532
PBS_419,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.795429,15.017526
PBS_420,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9178085,14.20773
PBS_421,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.9088383,13.887563
PBS_422,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.5974607,14.978511
PBS_423,conc,PBS,LL2112_NC_conc.csv,post_iqr,5.1488757,14.7307825
PBS_424,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.389508,14.114224
PBS_425,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6991177,13.898267
PBS_426,conc,PBS,LL2112_NC_conc.csv,post_iqr,11.786741,4.431125
PBS_427,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.308709,14.170958
PBS_428,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.5447392,15.139497
PBS_429,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.868106,15.434974
PBS_430,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.7485785,14.250205
PBS_432,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.524087,13.968767
PBS_433,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6136637,15.324625
PBS_435,conc,PBS,LL2112_NC_conc.csv,post_iqr,10.698383,6.02711
PBS_436,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.55632,14.971557
PBS_437,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.691965,13.941019
PBS_438,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.767578,14.821434
PBS_439,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.6744757,14.168331
PBS_440,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.7895765,14.325501
PBS_441,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.4825125,15.070135
PBS_442,conc,PBS,LL2112_NC_conc.csv,post_iqr,4.452765,15.083079
